Index,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
533,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
534,-,-,a,increase,VB,Newsweek,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
535,-,-,a,increase,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
536,-,-,a,increase,VB,5,CD,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
537,-,-,a,increase,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
538,v,f,a,cost,VB,A,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
539,v,f,a,cost,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
540,v,f,a,cost,VB,$,$,NP,VB1VP0NP0,1,ARG2
541,v,p,a,lowered,VBD,In,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
542,v,p,a,lowered,VBD,Time,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
543,v,p,a,lowered,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
544,v,p,a,lowered,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
545,p,-,p,guaranteed,VBN,circulation,NN,NN,VBN1NP0NN0,1,ARG1
546,p,-,p,guaranteed,VBN,for,IN,PP-TMP,VBN1NP1NP0PP-TMP0,1,ARGM-TMP
547,p,-,a,increasing,VBG,Time,NNP,NP-SBJ-1,VBG1VP1S1SBAR-TMP1VP1S0NP-SBJ-10,0,ARG0
548,p,-,a,increasing,VBG,not,RB,RB,VBG1VP0RB0,0,ARGM-NEG
549,p,-,a,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
550,v,n,a,costs,VBZ,a,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG1
551,v,n,a,costs,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG2
552,i,-,a,announce,VB,yet,RB,ADVP-TMP,VB1VP1VP1S1VP0ADVP-TMP0,0,ARGM-TMP
553,i,-,a,announce,VB,U.S.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
554,i,-,a,announce,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
555,v,p,a,said,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
556,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
557,v,f,a,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
558,v,f,a,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
559,v,f,a,introduce,VB,the,DT,NP,VB1VP0NP0,1,ARG1
560,v,n,a,awards,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG0
561,v,n,a,awards,VBZ,space,NN,NP,VBZ1VP0NP0NP0,1,ARG1
562,v,n,a,awards,VBZ,to,TO,PP-DIR,VBZ1VP0PP-DIR0,1,ARG2-to
563,v,n,a,awards,VBZ,*ICH*-2,-NONE-,-NONE-,VBZ1VP0NP0PP0-NONE-0,1,ARGM-CAU
564,v,f,a,reward,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
565,v,f,a,reward,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
566,v,f,a,reward,VB,with,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
567,v,f,a,reward,VB,advertisers,NNS,NP,VB1VP0NP0,1,ARG1
568,v,f,a,reward,VB,as,RB,ADVP-TMP,VB1VP0ADVP-TMP0,1,ARGM-TMP
569,v,n,a,meet,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
570,v,n,a,meet,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
571,v,n,a,meet,VBP,their,PRP$,NP,VBP1VP0NP0,1,ARG1
572,v,n,a,exceed,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
573,v,n,a,exceed,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
574,v,n,a,exceed,VBP,their,PRP$,NP,VBP1VP0NP0,1,ARG1
575,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
576,v,p,a,spent,VBD,$,$,NP-2,VBD1VP0NP-20,1,ARG3
577,v,p,a,spent,VBD,in,IN,PP-TMP-3,VBD1VP0PP-TMP-30,1,ARGM-TMP
578,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
579,v,p,a,spent,VBD,$,$,NP=2,VBD1VP1VP0VP0NP=20,1,ARG3
580,v,p,a,spent,VBD,in,IN,PP-TMP=3,VBD1VP1VP0VP0PP-TMP=30,1,ARGM-TMP
581,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
582,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
583,i,-,a,shore,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP-PRD1VP1S0NP-SBJ0,0,ARG0
584,i,-,a,shore,VB,a,DT,NP,VB1VP0NP0,1,ARG1
585,v,p,a,totaled,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
586,v,p,a,totaled,VBD,"1,620",CD,NP,VBD1VP0NP0,1,ARG2-EXT
587,v,n,a,matters,VBZ,``,``,``,VBZ1VP1S1SBAR-NOM-SBJ1S1S-TPC-11SINV0``0,0,ARG1
588,p,n,a,paying,VBG,advertisers,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
589,p,n,a,paying,VBG,what,WP,WHNP-15,VBG1VP1VP1S1SBAR-NOM-PRD0WHNP-150,0,ARG1
590,p,n,a,paying,VBG,per,IN,PP,VBG1VP0PP0,1,ARG3-per
591,p,n,a,doing,VBG,in,IN,PP-LOC,VBG1VP1VP1S0PP-LOC0,0,ARGM-LOC
592,p,n,a,doing,VBG,we,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
593,p,n,a,doing,VBG,fine,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1,ARGM-MNR
594,p,n,a,doing,VBG,this,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
595,v,p,a,said,VBD,What,WP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
596,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
597,p,n,a,gaining,VBG,Both,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
598,p,n,a,gaining,VBG,circulation,NN,NP,VBG1VP0NP0,1,ARG1
599,p,n,a,gaining,VBG,in,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
600,p,n,a,gaining,VBG,without,IN,PP-MNR,VBG1VP0PP-MNR0,1,ARGM-MNR
601,v,p,a,recorded,VBD,However,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
602,v,p,a,recorded,VBD,none,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
603,v,p,a,recorded,VBD,circulation,NN,NP,VBD1VP0NP0,1,ARG1
604,v,p,a,recorded,VBD,recently,RB,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
605,v,p,a,had,VBD,According,VBG,PP,VBD1VP1S0PP0,0,ARGM-ADV
606,v,p,a,had,VBD,Time,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
607,v,p,a,had,VBD,average,JJ,NP,VBD1VP0NP0,1,ARG1
608,v,p,a,bowed,VBD,New,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
609,v,p,a,bowed,VBD,of,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-of
610,v,p,a,bowed,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
611,p,-,a,saying,VBG,New,NNP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG0
612,p,-,a,saying,VBG,that,IN,SBAR,VBG1VP0SBAR0,1,ARG1
613,i,-,a,justify,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-40NP-SBJ0,0,ARG0
614,i,-,a,justify,VB,a,DT,NP,VB1VP0NP0,1,ARG1
615,v,n,a,leaves,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
616,v,n,a,leaves,VBZ,United,NNP,NP,VBZ1VP0NP0,1,ARG1
617,v,n,a,leaves,VBZ,as,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-as
618,p,-,a,remaining,VBG,outside,JJ,JJ,VBG1NP0JJ0,1,ARG1
619,p,n,a,proposed,VBN,PS,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
620,p,n,a,proposed,VBN,also,RB,ADVP,VBN1VP1VP1S0ADVP0,0,ARGM-DIS
621,p,n,a,proposed,VBN,an,DT,NP,VBN1VP0NP0,1,ARG1
622,-,-,a,remain,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
623,-,-,a,remain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
624,-,-,a,remain,VB,an,DT,NP-PRD,VB1VP0NP-PRD0,1,ARG3
625,p,-,p,based,VBN,New,NNP,NP,VBN1VP1NP-SBJ-40NP0,0,ARG1
626,p,-,p,based,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
627,p,p,a,offered,VBN,New,NNP,NP-SBJ-4,VBN1VP1VP1S0NP-SBJ-40,0,ARG0
628,p,p,a,offered,VBN,$,$,NP,VBN1VP0NP0,1,ARG2
629,p,p,a,offered,VBN,*-4,-NONE-,S-PRP,VBN1VP0S-PRP0,1,ARG1
630,i,-,a,acquire,VB,New,NNP,NP-SBJ-4,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-40,0,ARG0
631,i,-,a,acquire,VB,PS,NNP,NP,VB1VP0NP0,1,ARG1
632,v,n,a,says,VBZ,Northeast,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
633,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
634,p,n,p,based,VBN,United,NNP,NP-SBJ-13,VBN1VP1VP1S0NP-SBJ-130,0,ARG1
635,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
636,p,n,p,based,VBN,Northeast,NNP,NP-SBJ-14,VBN1VP1VP1S0NP-SBJ-140,0,ARG1
637,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
638,v,n,a,values,VBZ,PS,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
639,v,n,a,values,VBZ,its,PRP$,NP,VBZ1VP0NP0,1,ARG1
640,v,n,a,values,VBZ,at,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-at
641,v,p,a,said,VBD,John,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
642,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
643,-,-,a,suffer,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
644,-,-,a,suffer,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
645,-,-,a,suffer,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
646,v,p,a,made,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
647,v,p,a,made,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
648,p,-,p,related,VBN,its,PRP$,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
649,p,-,p,related,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-to
650,p,-,p,improved,VBN,operating,NN,NN,VBN1NP0NN0,1,ARG1
651,v,p,a,come,VB,its,PRP$,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
652,v,p,a,come,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
653,v,p,a,come,VB,true,JJ,ADJP-PRD,VB1VP0ADJP-PRD0,1,ARG2
654,v,p,a,evaluated,VBD,we,PRP,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
655,v,p,a,evaluated,VBD,*-2,-NONE-,S,VBD1VP0S0,1,ARG1
656,v,p,a,evaluated,VBD,When,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
657,g,-,-,raising,VBG,we,PRP,NP-SBJ-2,VBG1VP1S1VP1S0NP-SBJ-20,0,ARG0
658,g,-,-,raising,VBG,our,PRP$,NP,VBG1VP0NP0,1,ARG1
659,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
660,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
661,v,p,a,got,VBD,That,WDT,NP-SBJ,VBD1VP1S-TPC-20NP-SBJ0,0,ARG1
662,v,p,a,got,VBD,hard,RB,ADJP-PRD,VBD1VP0ADJP-PRD0,1,ARG2
663,i,-,a,take,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
664,i,-,a,take,VB,That,WDT,NP-SBJ,VB1VP1VP1S1SBAR1ADJP-PRD1VP1S-TPC-20NP-SBJ0,0,ARG1
665,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
666,v,p,a,added,VBD,That,WDT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
667,v,p,a,noted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
668,v,p,a,noted,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
669,v,p,a,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
670,v,p,a,worried,VBN,political,JJ,NP-SBJ,VBN1VP1S0NP-SBJ0,0,ARG0
671,v,p,a,worried,VBN,also,RB,ADVP,VBN1VP1S0ADVP0,0,ARGM-DIS
672,v,p,a,worried,VBN,New,NNP,NP,VBN1VP0NP0,1,ARG1
673,v,n,a,owns,VBZ,who,WP,WHNP-16,VBZ1VP1S1SBAR-NOM0WHNP-160,0,ARG0
674,v,n,a,owns,VBZ,PS,NNP,NP,VBZ1VP0NP0,1,ARG1
675,v,n,a,emerges,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
676,v,n,a,emerges,VBZ,from,IN,PP-DIR,VBZ1VP0PP-DIR0,1,ARG1-from
677,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
678,v,p,a,said,VBD,No,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
679,v,n,a,attracts,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
680,v,n,a,attracts,VBZ,attention,NN,NP,VBZ1VP0NP0,1,ARG1
681,v,p,a,led,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
682,v,p,a,led,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG2-to
683,i,-,a,withdraw,VB,company,NN,NN,VB1VP1VP1S1NP0NP0NN0,0,ARG0
684,i,-,a,withdraw,VB,from,IN,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-from
685,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
686,v,p,a,added,VBD,it,PRP,S-1,VBD1VP1S0S-10,0,ARG1
687,v,p,a,said,VBD,Wilbur,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
688,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
689,-,-,a,speed,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
690,-,-,a,speed,VB,might,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
691,-,-,a,speed,VB,the,DT,NP,VB1VP0NP0,1,ARG1
692,v,p,a,proposed,VBD,New,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
693,v,p,a,proposed,VBD,lower,JJR,NP,VBD1VP0NP0,1,ARG1
694,p,-,p,proposed,VBN,around,IN,NP,VBN1VP1NP0NP0,0,ARG1
695,p,-,p,proposed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
696,v,p,a,asserted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
697,v,p,a,asserted,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
698,p,n,p,cluttered,VBN,Now,RB,ADVP-TMP,VBN1ADJP-PRD1VP1S-TPC-10ADVP-TMP0,0,ARGM-TMP
699,p,n,p,cluttered,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S-TPC-10NP-SBJ0,0,ARG1
700,p,n,p,cluttered,VBN,less,RBR,RBR,VBN1ADJP-PRD0RBR0,0,ARGM-EXT
701,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
702,v,p,a,added,VBD,Now,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
703,v,p,a,turned,VBD,Separately,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
704,v,p,a,turned,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
705,v,p,a,turned,VBD,for,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
706,v,p,a,turned,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
707,p,-,a,seeking,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
708,p,-,a,seeking,VBG,approval,NN,NP,VBG1VP0NP0,1,ARG1
709,v,p,a,said,VBD,Northeast,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
710,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
711,-,-,a,refile,VB,it,PRP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
712,-,-,a,refile,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
713,-,-,a,refile,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
714,-,-,a,refile,VB,so,IN,SBAR-PRP,VB1VP1VP1VP0SBAR-PRP0,1,ARGM-PNC
715,v,n,a,hopes,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
716,v,n,a,hopes,VBZ,still,RB,ADVP-TMP,VBZ1VP0ADVP-TMP0,0,ARGM-TMP
717,v,n,a,hopes,VBZ,for,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG1-for
718,p,-,p,expedited,VBN,review,NN,NN,VBN1NP0NN0,1,ARG1
719,-,-,a,complete,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
720,-,-,a,complete,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
721,-,-,a,complete,VB,the,DT,NP,VB1VP0NP0,1,ARG1
722,-,-,a,complete,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
723,-,-,a,complete,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
724,p,-,p,approved,VBD,the,DT,NP,VBD1VP1NP-PRD0NP0,0,ARG1
725,p,-,p,approved,VBD,by,IN,PP,VBD1VP0PP0,1,ARG0-by
726,v,p,a,closed,VBD,PS,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
727,v,p,a,closed,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
728,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
729,v,p,a,closed,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
730,p,-,a,operating,VBG,officer,NN,NN,VBG1NX0NN0,1,ARG0
731,p,p,p,elected,VBN,Norman,NNP,NP-SBJ-15,VBN1VP1VP1S0NP-SBJ-150,0,ARG1
732,p,p,p,elected,VBN,directors,NNS,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
733,v,n,a,succeed,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
734,v,n,a,succeed,VBP,Daniel,NNP,NP,VBP1VP0NP0,1,ARG1
735,v,n,a,succeed,VBP,on,IN,PP-LOC,VBP1VP0PP-LOC0,1,ARGM-LOC
736,p,-,p,retired,VBN,Circuit,NNP,NNP,VBN1NP0NNP0,1,ARG0
737,p,p,p,ordered,VBN,Commonwealth,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
738,p,p,p,ordered,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG2
739,i,-,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
740,i,-,a,refund,VB,about,IN,NP,VB1VP0NP0,1,ARG1
741,i,-,a,refund,VB,to,TO,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-to
742,i,-,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
743,p,-,p,collected,VBN,illegal,JJ,NP,VBN1VP1NP0NP0,0,ARG1
744,p,-,p,collected,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARG4-for
745,p,-,p,ordered,VBN,previously,RB,ADVP-TMP,VBN1VP1S0ADVP-TMP0,0,ARGM-TMP
746,p,-,p,ordered,VBN,*,-NONE-,-NONE-,VBN1VP1S0NP-SBJ-10-NONE-0,0,ARG1
747,p,-,p,ordered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
748,v,p,a,said,VBD,trade,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
749,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
750,p,-,p,required,VBN,ever,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,0,ARGM-TMP
751,p,-,p,required,VBN,the,DT,NP,VBN1VP1NP-PRD0NP0,0,ARG1
752,p,-,p,required,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
753,v,p,a,ordered,VBD,State,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
754,v,p,a,ordered,VBD,Edison,NNP,NP-1,VBD1VP0NP-10,1,ARG1
755,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
756,i,-,a,make,VB,Edison,NNP,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
757,i,-,a,make,VB,average,JJ,NP,VB1VP0NP0,1,ARG1
758,i,-,a,make,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG2-to
759,p,n,a,received,VBN,Edison,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
760,p,n,a,received,VBN,electric,JJ,NP,VBN1VP0NP0,1,ARG1
761,p,n,a,received,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
762,p,-,a,including,VBG,Edison,NNP,NP,VBG1PP1NP0NP0,0,ARG2
763,p,-,a,including,VBG,about,IN,NP,VBG1PP0NP0,1,ARG1
764,p,n,a,moved,VBN,about,IN,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
765,p,n,a,moved,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
766,v,p,a,ordered,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
767,v,p,a,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG1
768,v,p,a,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
769,i,-,a,begin,VB,the,DT,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG1
770,i,-,a,begin,VB,Feb.,NNP,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
771,v,p,a,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
772,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
773,-,-,a,entertain,VB,he,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
774,-,-,a,entertain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
775,-,-,a,entertain,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
776,-,-,a,entertain,VB,any,DT,NP,VB1VP0NP0,1,ARG1
777,i,-,a,block,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
778,i,-,a,block,VB,his,PRP$,NP,VB1VP0NP0,1,ARG1
779,p,-,p,held,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
780,p,-,p,held,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
781,p,-,p,held,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S-TPC-20NP-SBJ-10,0,ARG1
782,p,-,p,held,VBN,hostage,NN,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
783,p,-,p,held,VBN,through,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
784,v,p,a,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
785,v,p,a,said,VBD,The,DT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
786,v,p,a,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
787,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
788,p,n,a,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
789,p,n,a,appealing,VBG,already,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0,ARGM-TMP
790,p,n,a,appealing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
791,p,-,a,underlying,VBG,commission,NN,NN,VBG1NP0NN0,1,ARG0
792,p,n,a,considering,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
793,p,n,a,considering,VBG,*-1,-NONE-,S,VBG1VP0S0,1,ARG1
794,g,-,-,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1S1VP1VP1VP1S0NP-SBJ-10,0,ARG0
795,g,-,-,appealing,VBG,Judge,NNP,NP,VBG1VP0NP0,1,ARG1
796,p,f,p,determined,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
797,p,f,p,determined,VBN,The,DT,NP-SBJ-16,VBN1VP1VP1VP1S0NP-SBJ-160,0,ARG1
798,p,f,p,determined,VBN,next,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
799,p,f,p,determined,VBN,based,VBN,PP,VBN1VP0PP0,1,ARG2
