Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
489,record.01,p,n,a,recorded,VBN,Despite,IN,PP,VBN1VP1VP1S0PP0,0,ARGM-ADV
490,record.01,p,n,a,recorded,VBN,South,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
491,record.01,p,n,a,recorded,VBN,a,DT,NP,VBN1VP0NP0,1,ARG1
492,record.01,p,n,a,recorded,VBN,so,IN,ADVP-TMP,VBN1VP0ADVP-TMP0,1,ARGM-TMP
493,record.01,p,n,a,recorded,VBN,this,DT,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
494,accumulate.01,p,-,p,accumulated,VBN,exports,NNS,NNS,VBN1NP-SBJ0NNS0,1,ARG1
495,increase.01,v,p,a,increased,VBD,From,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
496,increase.01,v,p,a,increased,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
497,increase.01,v,p,a,increased,VBD,4,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
498,increase.01,v,p,a,increased,VBD,from,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARG3-from
499,increase.01,v,p,a,increased,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
500,try.01,p,-,a,trying,VBG,Newsweek,NNP,NP-SBJ-1,VBG1VP1S1S0NP-SBJ-10,0,ARG0
501,try.01,p,-,a,trying,VBG,*-2,-NONE-,S,VBG1VP0S0,1,ARG1
502,keep.03,i,-,a,keep,VB,Newsweek,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S1S0NP-SBJ-10,0,ARG0
503,keep.03,i,-,a,keep,VB,pace,NN,NP-CLR,VB1VP0NP-CLR0,1,ARG1
504,keep.03,i,-,a,keep,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-with
505,announce.01,v,p,a,announced,VBD,Newsweek,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
506,announce.01,v,p,a,announced,VBD,*-1,-NONE-,S,VBD1VP1VP1S0S0,0,ARGM-ADV
507,announce.01,v,p,a,announced,VBD,new,JJ,NP,VBD1VP0NP0,1,ARG1
508,say.01,v,p,a,said,VBD,Newsweek,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
509,say.01,v,p,a,said,VBD,*-1,-NONE-,S,VBD1VP1VP1S0S0,0,ARGM-ADV
510,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
511,introduce.02,v,f,a,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
512,introduce.02,v,f,a,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
513,introduce.02,v,f,a,introduce,VB,a,DT,NP,VB1VP0NP0,1,ARG1
514,offer.01,p,n,a,offered,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
515,offer.01,p,n,a,offered,VBN,advertisers,NNS,NP,VBN1VP0NP0,1,ARG3
516,offer.01,p,n,a,offered,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG1
517,offer.01,p,n,a,offered,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
518,give.01,v,n,a,give,VBP,Plans,NNS,NP,VBP1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
519,give.01,v,n,a,give,VBP,advertisers,NNS,NP,VBP1VP0NP0,1,ARG2
520,give.01,v,n,a,give,VBP,discounts,NNS,NP,VBP1VP0NP0,1,ARG1
521,maintain.01,g,-,-,maintaining,VBG,advertisers,NNS,NP,VBG1VP1S-NOM1PP1NP1VP0NP0,0,ARG0
522,maintain.01,g,-,-,maintaining,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
523,increase.01,g,-,-,increasing,VBG,advertisers,NNS,NP,VBG1VP1S-NOM1PP1NP1VP0NP0,0,ARG0
524,increase.01,g,-,-,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
525,become.01,p,n,a,become,VBN,Plans,NNS,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG1
526,become.01,p,n,a,become,VBN,permanent,JJ,NP-PRD,VBN1VP0NP-PRD0,1,ARG2
527,underscore.01,v,n,a,underscore,VBP,Plans,NNS,NP-SBJ,VBP1VP1VP1S0NP-SBJ0,0,ARG0
528,underscore.01,v,n,a,underscore,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
529,name.01,p,-,p,named,VBN,recently,RB,ADVP-TMP,VBN1VP1RRC0ADVP-TMP0,0,ARGM-TMP
530,name.01,p,-,p,named,VBN,Alan,NNP,NP,VBN1VP1RRC1NP-SBJ0NP0,0,ARG1
531,name.01,p,-,p,named,VBN,Newsweek,NNP,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
532,say.01,v,p,a,said,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
533,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
534,increase.01,-,-,a,increase,VB,Newsweek,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
535,increase.01,-,-,a,increase,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
536,increase.01,-,-,a,increase,VB,5,CD,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
537,increase.01,-,-,a,increase,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
538,cost.01,v,f,a,cost,VB,A,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
539,cost.01,v,f,a,cost,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
540,cost.01,v,f,a,cost,VB,$,$,NP,VB1VP0NP0,1,ARG2
541,lower.01,v,p,a,lowered,VBD,In,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
542,lower.01,v,p,a,lowered,VBD,Time,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
543,lower.01,v,p,a,lowered,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
544,lower.01,v,p,a,lowered,VBD,while,IN,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
545,guarantee.01,p,-,p,guaranteed,VBN,circulation,NN,NN,VBN1NP0NN0,1,ARG1
546,guarantee.01,p,-,p,guaranteed,VBN,for,IN,PP-TMP,VBN1NP1NP0PP-TMP0,1,ARGM-TMP
547,increase.01,p,-,a,increasing,VBG,Time,NNP,NP-SBJ-1,VBG1VP1S1SBAR-TMP1VP1S0NP-SBJ-10,0,ARG0
548,increase.01,p,-,a,increasing,VBG,not,RB,RB,VBG1VP0RB0,0,ARGM-NEG
549,increase.01,p,-,a,increasing,VBG,ad,NN,NP,VBG1VP0NP0,1,ARG1
550,cost.01,v,n,a,costs,VBZ,a,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG1
551,cost.01,v,n,a,costs,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG2
552,announce.01,i,-,a,announce,VB,yet,RB,ADVP-TMP,VB1VP1VP1S1VP0ADVP-TMP0,0,ARGM-TMP
553,announce.01,i,-,a,announce,VB,U.S.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
554,announce.01,i,-,a,announce,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
555,say.01,v,p,a,said,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
556,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
557,introduce.02,v,f,a,introduce,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
558,introduce.02,v,f,a,introduce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
559,introduce.02,v,f,a,introduce,VB,the,DT,NP,VB1VP0NP0,1,ARG1
560,award.01,v,n,a,awards,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG0
561,award.01,v,n,a,awards,VBZ,space,NN,NP,VBZ1VP0NP0NP0,1,ARG1
562,award.01,v,n,a,awards,VBZ,to,TO,PP-DIR,VBZ1VP0PP-DIR0,1,ARG2-to
563,award.01,v,n,a,awards,VBZ,*ICH*-2,-NONE-,-NONE-,VBZ1VP0NP0PP0-NONE-0,1,ARGM-CAU
564,reward.01,v,f,a,reward,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
565,reward.01,v,f,a,reward,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
566,reward.01,v,f,a,reward,VB,with,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
567,reward.01,v,f,a,reward,VB,advertisers,NNS,NP,VB1VP0NP0,1,ARG1
568,reward.01,v,f,a,reward,VB,as,RB,ADVP-TMP,VB1VP0ADVP-TMP0,1,ARGM-TMP
569,meet.01,v,n,a,meet,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
570,meet.01,v,n,a,meet,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
571,meet.01,v,n,a,meet,VBP,their,PRP$,NP,VBP1VP0NP0,1,ARG1
572,exceed.01,v,n,a,exceed,VBP,in,IN,PP-TMP,VBP1VP1S0PP-TMP0,0,ARGM-TMP
573,exceed.01,v,n,a,exceed,VBP,advertisers,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
574,exceed.01,v,n,a,exceed,VBP,their,PRP$,NP,VBP1VP0NP0,1,ARG1
575,spend.01,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
576,spend.01,v,p,a,spent,VBD,$,$,NP-2,VBD1VP0NP-20,1,ARG3
577,spend.01,v,p,a,spent,VBD,in,IN,PP-TMP-3,VBD1VP0PP-TMP-30,1,ARGM-TMP
578,spend.01,v,p,a,spent,VBD,they,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
579,spend.01,v,p,a,spent,VBD,$,$,NP=2,VBD1VP1VP0VP0NP=20,1,ARG3
580,spend.01,v,p,a,spent,VBD,in,IN,PP-TMP=3,VBD1VP1VP0VP0PP-TMP=30,1,ARGM-TMP
581,say.01,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
582,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
583,shore.01,i,-,a,shore,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP-PRD1VP1S0NP-SBJ0,0,ARG0
584,shore.01,i,-,a,shore,VB,a,DT,NP,VB1VP0NP0,1,ARG1
585,total.01,v,p,a,totaled,VBD,Newsweek,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
586,total.01,v,p,a,totaled,VBD,"1,620",CD,NP,VBD1VP0NP0,1,ARG2-EXT
587,matter.01,v,n,a,matters,VBZ,``,``,``,VBZ1VP1S1SBAR-NOM-SBJ1S1S-TPC-11SINV0``0,0,ARG1
588,pay.01,p,n,a,paying,VBG,advertisers,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
589,pay.01,p,n,a,paying,VBG,what,WP,WHNP-15,VBG1VP1VP1S1SBAR-NOM-PRD0WHNP-150,0,ARG1
590,pay.01,p,n,a,paying,VBG,per,IN,PP,VBG1VP0PP0,1,ARG3-per
591,do.02,p,n,a,doing,VBG,in,IN,PP-LOC,VBG1VP1VP1S0PP-LOC0,0,ARGM-LOC
592,do.02,p,n,a,doing,VBG,we,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
593,do.02,p,n,a,doing,VBG,fine,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,1,ARGM-MNR
594,do.02,p,n,a,doing,VBG,this,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
595,say.01,v,p,a,said,VBD,What,WP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
596,say.01,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
597,gain.02,p,n,a,gaining,VBG,Both,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
598,gain.02,p,n,a,gaining,VBG,circulation,NN,NP,VBG1VP0NP0,1,ARG1
599,gain.02,p,n,a,gaining,VBG,in,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
600,gain.02,p,n,a,gaining,VBG,without,IN,PP-MNR,VBG1VP0PP-MNR0,1,ARGM-MNR
601,record.01,v,p,a,recorded,VBD,However,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
602,record.01,v,p,a,recorded,VBD,none,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
603,record.01,v,p,a,recorded,VBD,circulation,NN,NP,VBD1VP0NP0,1,ARG1
604,record.01,v,p,a,recorded,VBD,recently,RB,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
605,have.03,v,p,a,had,VBD,According,VBG,PP,VBD1VP1S0PP0,0,ARGM-ADV
606,have.03,v,p,a,had,VBD,Time,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
607,have.03,v,p,a,had,VBD,average,JJ,NP,VBD1VP0NP0,1,ARG1
608,bow.06,v,p,a,bowed,VBD,New,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
609,bow.06,v,p,a,bowed,VBD,of,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-of
610,bow.06,v,p,a,bowed,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
611,say.01,p,-,a,saying,VBG,New,NNP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG0
612,say.01,p,-,a,saying,VBG,that,IN,SBAR,VBG1VP0SBAR0,1,ARG1
613,justify.01,i,-,a,justify,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S-40NP-SBJ0,0,ARG0
614,justify.01,i,-,a,justify,VB,a,DT,NP,VB1VP0NP0,1,ARG1
615,leave.01,v,n,a,leaves,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
616,leave.01,v,n,a,leaves,VBZ,United,NNP,NP,VBZ1VP0NP0,1,ARG1
617,leave.01,v,n,a,leaves,VBZ,as,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-as
618,remain.01,p,-,a,remaining,VBG,outside,JJ,JJ,VBG1NP0JJ0,1,ARG1
619,propose.01,p,n,a,proposed,VBN,PS,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
620,propose.01,p,n,a,proposed,VBN,also,RB,ADVP,VBN1VP1VP1S0ADVP0,0,ARGM-DIS
621,propose.01,p,n,a,proposed,VBN,an,DT,NP,VBN1VP0NP0,1,ARG1
622,remain.01,-,-,a,remain,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
623,remain.01,-,-,a,remain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
624,remain.01,-,-,a,remain,VB,an,DT,NP-PRD,VB1VP0NP-PRD0,1,ARG3
625,base.01,p,-,p,based,VBN,New,NNP,NP,VBN1VP1NP-SBJ-40NP0,0,ARG1
626,base.01,p,-,p,based,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
627,offer.01,p,p,a,offered,VBN,New,NNP,NP-SBJ-4,VBN1VP1VP1S0NP-SBJ-40,0,ARG0
628,offer.01,p,p,a,offered,VBN,$,$,NP,VBN1VP0NP0,1,ARG2
629,offer.01,p,p,a,offered,VBN,*-4,-NONE-,S-PRP,VBN1VP0S-PRP0,1,ARG1
630,acquire.01,i,-,a,acquire,VB,New,NNP,NP-SBJ-4,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-40,0,ARG0
631,acquire.01,i,-,a,acquire,VB,PS,NNP,NP,VB1VP0NP0,1,ARG1
632,say.01,v,n,a,says,VBZ,Northeast,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
633,say.01,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
634,base.01,p,n,p,based,VBN,United,NNP,NP-SBJ-13,VBN1VP1VP1S0NP-SBJ-130,0,ARG1
635,base.01,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
636,base.01,p,n,p,based,VBN,Northeast,NNP,NP-SBJ-14,VBN1VP1VP1S0NP-SBJ-140,0,ARG1
637,base.01,p,n,p,based,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
638,value.01,v,n,a,values,VBZ,PS,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
639,value.01,v,n,a,values,VBZ,its,PRP$,NP,VBZ1VP0NP0,1,ARG1
640,value.01,v,n,a,values,VBZ,at,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-at
641,say.01,v,p,a,said,VBD,John,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
642,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
643,suffer.01,-,-,a,suffer,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
644,suffer.01,-,-,a,suffer,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
645,suffer.01,-,-,a,suffer,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
646,make.03,v,p,a,made,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
647,make.03,v,p,a,made,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
648,relate.01,p,-,p,related,VBN,its,PRP$,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
649,relate.01,p,-,p,related,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-to
650,improve.01,p,-,p,improved,VBN,operating,NN,NN,VBN1NP0NN0,1,ARG1
651,come.04,v,p,a,come,VB,its,PRP$,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
652,come.04,v,p,a,come,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
653,come.04,v,p,a,come,VB,true,JJ,ADJP-PRD,VB1VP0ADJP-PRD0,1,ARG2
654,evaluate.01,v,p,a,evaluated,VBD,we,PRP,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
655,evaluate.01,v,p,a,evaluated,VBD,*-2,-NONE-,S,VBD1VP0S0,1,ARG1
656,evaluate.01,v,p,a,evaluated,VBD,When,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
657,raise.01,g,-,-,raising,VBG,we,PRP,NP-SBJ-2,VBG1VP1S1VP1S0NP-SBJ-20,0,ARG0
658,raise.01,g,-,-,raising,VBG,our,PRP$,NP,VBG1VP0NP0,1,ARG1
659,seem.01,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
660,seem.01,v,p,a,seemed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
661,get.03,v,p,a,got,VBD,That,WDT,NP-SBJ,VBD1VP1S-TPC-20NP-SBJ0,0,ARG1
662,get.03,v,p,a,got,VBD,hard,RB,ADJP-PRD,VBD1VP0ADJP-PRD0,1,ARG2
663,take.02,i,-,a,take,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
664,take.02,i,-,a,take,VB,That,WDT,NP-SBJ,VB1VP1VP1S1SBAR1ADJP-PRD1VP1S-TPC-20NP-SBJ0,0,ARG1
665,add.01,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
666,add.01,v,p,a,added,VBD,That,WDT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
667,note.XX,v,p,a,noted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
668,note.XX,v,p,a,noted,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
669,note.XX,v,p,a,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
670,worry.01,v,p,a,worried,VBN,political,JJ,NP-SBJ,VBN1VP1S0NP-SBJ0,0,ARG0
671,worry.01,v,p,a,worried,VBN,also,RB,ADVP,VBN1VP1S0ADVP0,0,ARGM-DIS
672,worry.01,v,p,a,worried,VBN,New,NNP,NP,VBN1VP0NP0,1,ARG1
673,own.01,v,n,a,owns,VBZ,who,WP,WHNP-16,VBZ1VP1S1SBAR-NOM0WHNP-160,0,ARG0
674,own.01,v,n,a,owns,VBZ,PS,NNP,NP,VBZ1VP0NP0,1,ARG1
675,emerge.01,v,n,a,emerges,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
676,emerge.01,v,n,a,emerges,VBZ,from,IN,PP-DIR,VBZ1VP0PP-DIR0,1,ARG1-from
677,say.01,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
678,say.01,v,p,a,said,VBD,No,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
679,attract.01,v,n,a,attracts,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
680,attract.01,v,n,a,attracts,VBZ,attention,NN,NP,VBZ1VP0NP0,1,ARG1
681,lead.03,v,p,a,led,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
682,lead.03,v,p,a,led,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG2-to
683,withdraw.01,i,-,a,withdraw,VB,company,NN,NN,VB1VP1VP1S1NP0NP0NN0,0,ARG0
684,withdraw.01,i,-,a,withdraw,VB,from,IN,PP-DIR-CLR,VB1VP0PP-DIR-CLR0,1,ARG2-from
685,add.01,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
686,add.01,v,p,a,added,VBD,it,PRP,S-1,VBD1VP1S0S-10,0,ARG1
687,say.01,v,p,a,said,VBD,Wilbur,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
688,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
689,speed.02,-,-,a,speed,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
690,speed.02,-,-,a,speed,VB,might,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
691,speed.02,-,-,a,speed,VB,the,DT,NP,VB1VP0NP0,1,ARG1
692,propose.01,v,p,a,proposed,VBD,New,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
693,propose.01,v,p,a,proposed,VBD,lower,JJR,NP,VBD1VP0NP0,1,ARG1
694,propose.01,p,-,p,proposed,VBN,around,IN,NP,VBN1VP1NP0NP0,0,ARG1
695,propose.01,p,-,p,proposed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
696,assert.03,v,p,a,asserted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
697,assert.03,v,p,a,asserted,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
698,clutter.01,p,n,p,cluttered,VBN,Now,RB,ADVP-TMP,VBN1ADJP-PRD1VP1S-TPC-10ADVP-TMP0,0,ARGM-TMP
699,clutter.01,p,n,p,cluttered,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S-TPC-10NP-SBJ0,0,ARG1
700,clutter.01,p,n,p,cluttered,VBN,less,RBR,RBR,VBN1ADJP-PRD0RBR0,0,ARGM-EXT
701,add.01,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
702,add.01,v,p,a,added,VBD,Now,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
703,turn.05,v,p,a,turned,VBD,Separately,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
704,turn.05,v,p,a,turned,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
705,turn.05,v,p,a,turned,VBD,for,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
706,turn.05,v,p,a,turned,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
707,seek.01,p,-,a,seeking,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
708,seek.01,p,-,a,seeking,VBG,approval,NN,NP,VBG1VP0NP0,1,ARG1
709,say.01,v,p,a,said,VBD,Northeast,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
710,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
711,refile.01,-,-,a,refile,VB,it,PRP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
712,refile.01,-,-,a,refile,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
713,refile.01,-,-,a,refile,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
714,refile.01,-,-,a,refile,VB,so,IN,SBAR-PRP,VB1VP1VP1VP0SBAR-PRP0,1,ARGM-PNC
715,hope.01,v,n,a,hopes,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
716,hope.01,v,n,a,hopes,VBZ,still,RB,ADVP-TMP,VBZ1VP0ADVP-TMP0,0,ARGM-TMP
717,hope.01,v,n,a,hopes,VBZ,for,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG1-for
718,expedite.01,p,-,p,expedited,VBN,review,NN,NN,VBN1NP0NN0,1,ARG1
719,complete.01,-,-,a,complete,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
720,complete.01,-,-,a,complete,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
721,complete.01,-,-,a,complete,VB,the,DT,NP,VB1VP0NP0,1,ARG1
722,complete.01,-,-,a,complete,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
723,complete.01,-,-,a,complete,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
724,approve.01,p,-,p,approved,VBD,the,DT,NP,VBD1VP1NP-PRD0NP0,0,ARG1
725,approve.01,p,-,p,approved,VBD,by,IN,PP,VBD1VP0PP0,1,ARG0-by
726,close.02,v,p,a,closed,VBD,PS,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
727,close.02,v,p,a,closed,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
728,close.02,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
729,close.02,v,p,a,closed,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
730,operate.01,p,-,a,operating,VBG,officer,NN,NN,VBG1NX0NN0,1,ARG0
731,elect.01,p,p,p,elected,VBN,Norman,NNP,NP-SBJ-15,VBN1VP1VP1S0NP-SBJ-150,0,ARG1
