Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position
695,propose.01,p,0,p,proposed,VBN,by,IN,PP,VBN1VP0PP0,1
696,assert.03,v,p,a,asserted,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
697,assert.03,v,p,a,asserted,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0
698,clutter.01,p,n,p,cluttered,VBN,Now,RB,ADVP-TMP,VBN1ADJP-PRD1VP1S-TPC-10ADVP-TMP0,0
699,clutter.01,p,n,p,cluttered,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S-TPC-10NP-SBJ0,0
700,clutter.01,p,n,p,cluttered,VBN,less,RBR,RBR,VBN1ADJP-PRD0RBR0,0
701,add.01,v,p,a,added,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
702,add.01,v,p,a,added,VBD,Now,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0
703,turn.05,v,p,a,turned,VBD,Separately,RB,ADVP,VBD1VP1S0ADVP0,0
704,turn.05,v,p,a,turned,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
705,turn.05,v,p,a,turned,VBD,for,IN,PP-TMP,VBD1VP0PP-TMP0,1
706,turn.05,v,p,a,turned,VBD,a,DT,NP,VBD1VP0NP0,1
707,seek.01,p,0,a,seeking,VBG,a,DT,NP,VBG1VP1NP0NP0,0
708,seek.01,p,0,a,seeking,VBG,approval,NN,NP,VBG1VP0NP0,1
710,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
711,refile.01,0,0,a,refile,VB,it,PRP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0
712,refile.01,0,0,a,refile,VB,would,MD,MD,VB1VP1VP0MD0,0
714,refile.01,0,0,a,refile,VB,so,IN,SBAR-PRP,VB1VP1VP1VP0SBAR-PRP0,1
715,hope.01,v,n,a,hopes,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0
716,hope.01,v,n,a,hopes,VBZ,still,RB,ADVP-TMP,VBZ1VP0ADVP-TMP0,0
717,hope.01,v,n,a,hopes,VBZ,for,IN,PP-CLR,VBZ1VP0PP-CLR0,1
718,expedite.01,p,0,p,expedited,VBN,review,NN,NN,VBN1NP0NN0,1
720,complete.01,0,0,a,complete,VB,could,MD,MD,VB1VP1VP0MD0,0
722,complete.01,0,0,a,complete,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1
724,approve.01,p,0,p,approved,VBD,the,DT,NP,VBD1VP1NP-PRD0NP0,0
726,close.02,v,p,a,closed,VBD,PS,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
727,close.02,v,p,a,closed,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1
728,close.02,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1
729,close.02,v,p,a,closed,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1
730,operate.01,p,0,a,operating,VBG,officer,NN,NN,VBG1NX0NN0,1
731,elect.01,p,p,p,elected,VBN,Norman,NNP,NP-SBJ-15,VBN1VP1VP1S0NP-SBJ-150,0
732,elect.01,p,p,p,elected,VBN,directors,NNS,NP-PRD,VBN1VP0S0NP-PRD0,1
733,succeed.02,v,n,a,succeed,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
734,succeed.02,v,n,a,succeed,VBP,Daniel,NNP,NP,VBP1VP0NP0,1
735,succeed.02,v,n,a,succeed,VBP,on,IN,PP-LOC,VBP1VP0PP-LOC0,1
737,order.01,p,p,p,ordered,VBN,Commonwealth,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
738,order.01,p,p,p,ordered,VBN,*-2,-NONE-,S,VBN1VP0S0,1
739,refund.01,i,0,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
740,refund.01,i,0,a,refund,VB,about,IN,NP,VB1VP0NP0,1
742,refund.01,i,0,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1
743,collect.01,p,0,p,collected,VBN,illegal,JJ,NP,VBN1VP1NP0NP0,0
744,collect.01,p,0,p,collected,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1
745,order.01,p,0,p,ordered,VBN,previously,RB,ADVP-TMP,VBN1VP1S0ADVP-TMP0,0
747,order.01,p,0,p,ordered,VBN,by,IN,PP,VBN1VP0PP0,1
748,say.01,v,p,a,said,VBD,trade,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
750,require.01,p,0,p,required,VBN,ever,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,0
751,require.01,p,0,p,required,VBN,the,DT,NP,VBN1VP1NP-PRD0NP0,0
753,order.01,v,p,a,ordered,VBD,State,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
754,order.01,v,p,a,ordered,VBD,Edison,NNP,NP-1,VBD1VP0NP-10,1
757,make.03,i,0,a,make,VB,average,JJ,NP,VB1VP0NP0,1
758,make.03,i,0,a,make,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1
759,receive.01,p,n,a,received,VBN,Edison,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0
760,receive.01,p,n,a,received,VBN,electric,JJ,NP,VBN1VP0NP0,1
761,receive.01,p,n,a,received,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1
762,include.01,p,0,a,including,VBG,Edison,NNP,NP,VBG1PP1NP0NP0,0
763,include.01,p,0,a,including,VBG,about,IN,NP,VBG1PP0NP0,1
764,move.01,p,n,a,moved,VBN,about,IN,NP,VBN1VP1VP1S1SBAR1NP0NP0,0
765,move.01,p,n,a,moved,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1
766,order.01,v,p,a,ordered,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
769,begin.01,i,0,a,begin,VB,the,DT,NP-1,VB1VP1VP1S1VP0NP-10,0
770,begin.01,i,0,a,begin,VB,Feb.,NNP,NP-TMP,VB1VP0NP-TMP0,1
771,say.01,v,p,a,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
773,entertain.02,0,0,a,entertain,VB,he,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
774,entertain.02,0,0,a,entertain,VB,would,MD,MD,VB1VP1VP0MD0,0
775,entertain.02,0,0,a,entertain,VB,n't,RB,RB,VB1VP1VP0RB0,0
776,entertain.02,0,0,a,entertain,VB,any,DT,NP,VB1VP0NP0,1
778,block.01,i,0,a,block,VB,his,PRP$,NP,VB1VP0NP0,1
780,hold.02,p,0,p,held,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0
781,hold.02,p,0,p,held,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S-TPC-20NP-SBJ-10,0
782,hold.02,p,0,p,held,VBN,hostage,NN,NP-PRD,VBN1VP0S0NP-PRD0,1
783,hold.02,p,0,p,held,VBN,through,IN,PP-TMP,VBN1VP0PP-TMP0,1
785,say.01,v,p,a,said,VBD,The,DT,S-TPC-2,VBD1VP1S0S-TPC-20,0
787,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
788,appeal.01,p,n,a,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0
789,appeal.01,p,n,a,appealing,VBG,already,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0
790,appeal.01,p,n,a,appealing,VBG,the,DT,NP,VBG1VP0NP0,1
793,consider.02,p,n,a,considering,VBG,*-1,-NONE-,S,VBG1VP0S0,1
794,appeal.01,g,0,0,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1S1VP1VP1VP1S0NP-SBJ-10,0
795,appeal.01,g,0,0,appealing,VBG,Judge,NNP,NP,VBG1VP0NP0,1
796,determine.01,p,f,p,determined,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0
797,determine.01,p,f,p,determined,VBN,The,DT,NP-SBJ-16,VBN1VP1VP1VP1S0NP-SBJ-160,0
798,determine.01,p,f,p,determined,VBN,next,JJ,NP-TMP,VBN1VP0NP-TMP0,1
799,determine.01,p,f,p,determined,VBN,based,VBN,PP,VBN1VP0PP0,1
801,make.05,p,0,p,made,VBN,actual,JJ,NP,VBN1VP1NP0NP0,0
802,make.05,p,0,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1
803,say.01,v,p,a,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
804,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
805,force.01,0,0,a,force,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
806,force.01,0,0,a,force,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1
807,force.01,0,0,a,force,VB,to,TO,VP,VB1VP0S0VP0,1
808,slash.02,i,0,a,slash,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
809,slash.02,i,0,a,slash,VB,its,PRP$,NP,VB1VP0NP0,1
811,report.01,v,p,a,reported,VBD,For,IN,PP,VBD1VP1S0PP0,0
812,report.01,v,p,a,reported,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
814,say.01,v,p,a,said,VBD,A,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
815,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
816,track.02,g,0,0,tracking,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM-SBJ0NP-SBJ0,0
817,track.02,g,0,0,tracking,VBG,the,DT,NP,VBG1VP0NP0,1
818,change.01,p,n,a,changed,VBN,whose,WP$,WHNP-20,VBN1VP1VP1S1SBAR0WHNP-200,0
820,close.02,v,p,a,closed,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0
822,close.02,v,p,a,closed,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
823,close.02,v,p,a,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1
824,close.02,v,p,a,closed,VBD,down,RB,ADVP,VBD1VP0ADVP0,1
825,complete.01,p,p,p,completed,VBN,The,DT,NP-SBJ-17,VBN1VP1VP1S0NP-SBJ-170,0
827,dispute.01,p,0,p,disputed,VBN,1985,CD,CD,VBN1NP0CD0,1
828,say.01,v,p,a,said,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0
829,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
830,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
831,raise.01,0,0,a,raise,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0
832,raise.01,0,0,a,raise,VB,could,MD,MD,VB1VP1VP0MD0,0
833,raise.01,0,0,a,raise,VB,its,PRP$,NP,VB1VP0NP0,1
834,raise.01,0,0,a,raise,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1
835,raise.01,0,0,a,raise,VB,*-1,-NONE-,S-PRP,VB1VP0S-PRP0,1
836,pay.01,i,0,a,pay,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0
837,pay.01,i,0,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1
838,uphold.01,v,p,a,upheld,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0
839,uphold.01,v,p,a,upheld,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
840,uphold.01,v,p,a,upheld,VBD,a,DT,NP,VBD1VP0NP0,1
841,find.01,v,p,a,found,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0
842,find.01,v,p,a,found,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
843,find.01,v,p,a,found,VBD,the,DT,NP-SBJ,VBD1VP0S0NP-SBJ0,1
844,find.01,v,p,a,found,VBD,illegal,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1
845,order.01,v,p,a,ordered,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
846,order.01,v,p,a,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1
848,audit.01,i,0,a,audit,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0
849,audit.01,i,0,a,audit,VB,Commonwealth,NNP,NP,VB1VP0NP0,1
850,refund.01,i,0,a,refund,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0
851,refund.01,i,0,a,refund,VB,any,DT,NP,VB1VP0NP0,1
852,collect.01,p,n,a,collecting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0
853,collect.01,p,n,a,collecting,VBG,for,IN,PP-PRP,VBG1VP0PP-PRP0,1
854,collect.01,p,n,a,collecting,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1
855,collect.01,p,n,a,collecting,VBG,since,IN,PP-TMP,VBG1VP0PP-TMP0,1
858,rule.01,v,p,a,ruled,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
859,refund.01,p,0,p,refunded,VBN,should,MD,MD,VBN1VP1VP1VP0MD0,0
860,refund.01,p,0,p,refunded,VBN,between,IN,NP-SBJ-1,VBN1VP1VP1VP1VP1S0NP-SBJ-10,0
861,refund.01,p,0,p,refunded,VBN,plus,CC,PP,VBN1VP0PP0,1
862,add.02,v,p,a,added,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0
863,add.02,v,p,a,added,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
865,add.02,v,p,a,added,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1
866,set.01,v,p,a,set,VBD,Last,JJ,NP-TMP,VBD1VP1S0NP-TMP0,0
867,set.01,v,p,a,set,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
868,set.01,v,p,a,set,VBD,the,DT,NP,VBD1VP0NP0,1
869,set.01,v,p,a,set,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1
870,face.01,v,n,a,faces,VBZ,Commonwealth,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
872,face.01,v,n,a,faces,VBZ,an,DT,NP,VBZ1VP0NP0,1
873,estimate.01,p,n,a,estimated,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
875,estimate.01,p,n,a,estimated,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1
876,hope.01,v,n,a,hope,VBP,consumer,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0
877,hope.01,v,n,a,hope,VBP,that,IN,SBAR,VBP1VP0SBAR0,1
878,set.02,0,0,a,set,VB,Judge,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
879,set.02,0,0,a,set,VB,may,MD,MD,VB1VP1VP0MD0,0
880,set.02,0,0,a,set,VB,a,DT,NP,VB1VP0NP0,1
881,involve.01,p,0,a,involving,VBG,a,DT,NP,VBG1VP1NP0NP0,0
882,involve.01,p,0,a,involving,VBG,Commonwealth,NNP,NP,VBG1VP0NP0,1
883,seek.01,p,n,a,seeking,VBG,Commonwealth,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
885,pay.01,i,0,a,pay,VB,Commonwealth,NNP,NP-SBJ,VB1VP1VP1S1SBAR-PRP1NP1VP1VP1S0NP-SBJ0,0
886,pay.01,i,0,a,pay,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1
887,expect.01,p,n,p,expected,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
888,rule.01,i,0,a,rule,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
889,rule.01,i,0,a,rule,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1
890,rule.01,i,0,a,rule,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1
891,refund.01,i,0,a,refund,VB,Last,JJ,NP-TMP,VB1VP1VP1S1VP1S0NP-TMP0,0
892,refund.01,i,0,a,refund,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0
893,refund.01,i,0,a,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0
894,refund.01,i,0,a,refund,VB,$,$,NP,VB1VP0NP0,1
895,refund.01,i,0,a,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1
896,rise.01,v,p,a,rose,VBD,Japan,NNP,NP-SBJ,VBD1VP1S-TPC-10NP-SBJ0,0
897,rise.01,v,p,a,rose,VBD,18,CD,NP-EXT,VBD1VP0NP-EXT0,1
898,rise.01,v,p,a,rose,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1
899,rise.01,v,p,a,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
900,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
901,say.01,v,p,a,said,VBD,Japan,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0
904,set.02,p,n,a,setting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0
905,set.02,p,n,a,setting,VBG,records,NNS,NP,VBG1VP0NP0,1
906,set.02,p,n,a,setting,VBG,every,DT,NP-TMP,VBG1VP0NP-TMP0,1
909,inch.01,v,p,a,inched,VBD,October,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
912,grow.01,v,p,a,grew,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
913,grow.01,v,p,a,grew,VBD,22,CD,NP-EXT,VBD1VP0NP-EXT0,1
914,grow.01,v,p,a,grew,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1
915,grow.01,v,p,a,grew,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
916,benefit.01,v,p,a,benefited,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1
917,benefit.01,v,p,a,benefited,VBD,Sales,NNS,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0
918,arise.01,p,0,a,arising,VBG,price,NN,NP,VBG1VP1NP0NP0,0
919,arise.01,p,0,a,arising,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1
920,double.01,v,p,a,doubled,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
921,double.01,v,p,a,doubled,VBD,more,RBR,ADVP,VBD1VP0ADVP0,0
922,double.01,v,p,a,doubled,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
924,say.01,v,p,a,said,VBD,Texas,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
925,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
927,open.01,v,p,a,opened,VBD,a,DT,NP,VBD1VP0NP0,1
930,manufacture.01,i,0,a,manufacture,VB,control,NN,NP,VB1VP0NP0,1
932,locate.01,p,0,p,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1
934,help.01,v,f,a,help,VB,will,MD,MD,VB1VP1VP0MD0,0
935,help.01,v,f,a,help,VB,*-2,-NONE-,S,VB1VP0S0,1
936,meet.01,0,0,a,meet,VB,The,DT,NP-SBJ-2,VB1VP1S1VP1VP1S-TPC-10NP-SBJ-20,0
937,meet.01,0,0,a,meet,VB,increasing,VBG,NP,VB1VP0NP0,1
938,increase.01,p,0,a,increasing,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1
940,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
941,say.01,v,p,a,said,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0
942,produce.01,v,f,a,produce,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
944,produce.01,v,f,a,produce,VB,control,NN,NP,VB1VP0NP0,1
945,use.01,p,0,p,used,VBN,control,NN,NP,VBN1VP1NP0NP0,0
946,use.01,p,0,p,used,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
947,appear.02,v,n,a,appears,VBZ,The,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0
948,depend.01,i,0,a,depend,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0
949,depend.01,i,0,a,depend,VB,heavily,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1
950,depend.01,i,0,a,depend,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1
951,tie.01,p,0,p,tied,VBD,development,NN,NP-SBJ-1,VBD1VP1SINV0NP-SBJ-10,0
952,tie.01,p,0,p,tied,VBD,directly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1
953,tie.01,p,0,p,tied,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1
954,file.01,p,0,p,filed,VBN,Documents,NNS,NP,VBN1VP1NP-SBJ0NP0,0
955,file.01,p,0,p,filed,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1
956,file.01,p,0,p,filed,VBN,on,IN,PP,VBN1VP1NP-SBJ0PP0,1
958,disclose.01,v,p,a,disclosed,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
959,withdraw.01,v,f,a,withdraw,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
961,withdraw.01,v,f,a,withdraw,VB,the,DT,NP,VB1VP0NP0,1
962,withdraw.01,v,f,a,withdraw,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1
963,provide.01,p,n,a,providing,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
964,provide.01,p,n,a,providing,VBG,the,DT,NP,VBG1VP0NP0,1
965,provide.01,p,n,a,providing,VBG,financing,NN,NP,VBG1VP1VP1S1SBAR1NP0PP0NP0,0
966,leave.01,v,n,a,leaves,VBZ,Mr.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
967,head.01,v,n,a,heads,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
968,head.01,v,n,a,heads,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP-SBJ-180NP0,0
970,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
971,say.01,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0
972,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
973,work.01,p,n,a,working,VBG,the,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0
974,work.01,p,n,a,working,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1
976,say.01,v,n,a,says,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
977,say.01,v,n,a,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1
978,talk.01,p,n,a,talking,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
979,talk.01,p,n,a,talking,VBG,with,IN,PP-CLR,VBG1VP0PP-CLR0,1
980,anticipate.01,p,p,p,anticipated,VBN,many,JJ,NP-SBJ-19,VBN1VP1VP1S-ADV0NP-SBJ-190,0
982,announce.01,v,p,a,announced,VBD,Minneapolis-based,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0
983,announce.01,v,p,a,announced,VBD,first,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0
984,announce.01,v,p,a,announced,VBD,the,DT,NP,VBD1VP0NP0,1
985,announce.01,v,p,a,announced,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
986,announce.01,v,p,a,announced,VBD,when,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0
987,attach.01,v,p,a,attached,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
988,attach.01,v,p,a,attached,VBD,the,DT,NP,VBD1VP1S1SBAR1NP-SBJ-30NP0,0
989,attach.01,v,p,a,attached,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1
990,make.02,p,p,p,made,VBN,While,IN,SBAR,VBN1VP1VP1VP1S0SBAR0,0
993,make.02,p,p,p,made,VBN,*-3,-NONE-,S,VBN1VP0S0,1
994,make.02,p,p,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1
995,have.03,v,p,a,have,VB,We,PRP,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0
996,have.03,v,p,a,have,VB,n't,RB,RB,VB1VP1VP0RB0,0
997,have.03,v,p,a,have,VB,much,RB,NP,VB1VP0NP0,1
998,say.01,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
999,say.01,v,p,a,said,VBD,We,PRP,S-TPC-1,VBD1VP1S0S-TPC-10,0
1001,complete.01,p,0,p,completed,VBN,without,IN,PP,VBN1VP1VP1VP1S0PP0,0
1002,complete.01,p,0,p,completed,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0
1004,complete.01,p,0,p,completed,VBN,it,PRP,NP-SBJ-20,VBN1VP1VP1VP1S0NP-SBJ-200,0
1005,want.01,v,p,a,want,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0
1006,want.01,v,p,a,want,VB,not,RB,RB,VB1VP1VP0RB0,0
1007,want.01,v,p,a,want,VB,*-1,-NONE-,S,VB1VP0S0,1
1009,fund.01,i,0,a,fund,VB,a,DT,NP,VB1VP0NP0,1
1011,include.01,v,p,a,include,VB,not,RB,RB,VB1VP1VP0RB0,0
1012,include.01,v,p,a,include,VB,Seymour,NNP,NP,VB1VP0NP0,1
1013,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1014,say.01,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0
1015,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
1016,anticipate.01,v,n,a,anticipates,VBZ,Cray,NNP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0
1017,anticipate.01,v,n,a,anticipates,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1
1018,need.01,g,0,0,needing,VBG,Cray,NNP,NP-SBJ-1,VBG1VP1S1VP1S0NP-SBJ-10,0
1019,need.01,g,0,0,needing,VBG,perhaps,RB,NP,VBG1VP0NP0,1
1020,need.01,g,0,0,needing,VBG,beginning,VBG,PP-TMP,VBG1VP0PP-TMP0,1
1022,call.01,v,p,a,called,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1025,cause.01,v,p,a,caused,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1026,cause.01,v,p,a,caused,VBD,Cray,NNP,S,VBD1VP0S0,1
1027,jump.01,i,0,a,jump,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0
1028,jump.01,i,0,a,jump,VB,$,$,NP-EXT,VB1VP0NP-EXT0,1
1029,jump.01,i,0,a,jump,VB,yesterday,NN,NP-TMP,VB1VP0NP-TMP0,1
1030,jump.01,i,0,a,jump,VB,*-1,-NONE-,S-CLR,VB1VP0S-CLR0,1
1031,close.02,i,0,a,close,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-10,0
