Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
13874,has,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
13875,seemed,VBD,this,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
13876,believe,VBP,Publishing,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
13877,believe,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
13878,enjoyed,VBN,Random,NNP,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
13879,enjoyed,VBN,spectacular,JJ,NP,VBN1VP0NP0,1,ARG1
13880,integrated,VBN,Random,NNP,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
13881,integrated,VBN,smoothly,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0,ARGM-MNR
13882,integrated,VBN,many,JJ,NP,VBN1VP0NP0,1,ARG1
13883,integrated,VBN,in,IN,PP-TMP,VBN1VP1VP1VP0PP-TMP0,1,ARGM-TMP
13884,absorbed,VBN,while,IN,SBAR-ADV,VBN1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
13885,absorbed,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
13886,absorbed,VBN,some,DT,NP-SBJ-44,VBN1VP1VP1VP1S0NP-SBJ-440,0,ARG1
13887,absorbed,VBN,so,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,1,ARGM-MNR
13888,acquired,VBN,Crown,NNP,NP,VBN1VP1NP-SBJ-10NP0,0,ARG1
13889,acquired,VBN,last,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
13890,said,VBN,Crown,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
13891,turning,VBG,Crown,NNP,NP-SBJ-1,VBG1VP1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
13892,turning,VBG,disappointing,JJ,NP,VBG1VP0NP0,1,ARG1
13893,report,VB,As,IN,PP,VB1VP1VP1S0PP0,0,ARGM-ADV
13894,report,VB,Random,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
13895,report,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
13896,report,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
13897,succeeded,VBD,Mr.,NNP,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
13898,succeeded,VBD,Bennett,NNP,NP,VBD1VP0NP0,1,ARG1
13899,founded,VBN,it,PRP,NP-SBJ-45,VBN1VP1VP1S0NP-SBJ-450,0,ARG1
13900,founded,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
13901,centers,VBZ,Speculation,NN,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG1
13902,centers,VBZ,on,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-on
13903,include,VBP,Possible,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG2
13904,include,VBP,Susan,NNP,NP,VBP1VP0NP0,1,ARG1
13905,say,VBP,Some,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
13906,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
13907,acquired,VBN,recently,RB,RB,VBN1NP0RB0,0,ARGM-TMP
13908,acquired,VBN,British,JJ,JJ,VBN1NP0JJ0,1,ARG1
13909,chosen,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
13910,chosen,VBN,Anthony,NNP,NP-SBJ-46,VBN1VP1VP1VP1S0NP-SBJ-460,0,ARG1
13911,bring,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
13912,bring,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
13913,bring,VB,in,IN,ADVP-DIR,VB1VP0ADVP-DIR0,1,ARG3
13914,bring,VB,a,DT,NP,VB1VP0NP0,1,ARG1
13915,run,VB,a,DT,NP,VB1VP1VP1S1SBAR-PRP1NP0NP0,0,ARG0
13916,run,VB,the,DT,NP,VB1VP0NP0,1,ARG1
13917,run,VB,in,IN,PP,VB1VP0PP0,1,ARGM-MNR
13918,left,VBD,Robert,NNP,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
13919,left,VBD,Random,NNP,NP,VBD1VP0NP0,1,ARG1
13920,left,VBD,*-2,-NONE-,S-PRP,VBD1VP0S-PRP0,1,ARG2
13921,run,VB,Robert,NNP,NP,VB1VP1VP1S-PRP1VP1S1SBAR1NP0NP0,0,ARG0
13922,run,VB,the,DT,NP,VB1VP0NP0,1,ARG1
13923,owned,VBN,also,RB,ADVP,VBN1VP0ADVP0,0,ARGM-DIS
13924,owned,VBN,the,DT,NP,VBN1VP1NP0NP0,0,ARG1
13925,owned,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
13926,included,VBN,Not,RB,RB,VBN1PP-PRD1SINV0RB0,0,ARGM-NEG
13927,included,VBN,on,IN,PP,VBN1PP-PRD0PP0,1,ARG2-on
13928,included,VBN,Joni,NNP,NP-SBJ,VBN1PP-PRD1SINV0NP-SBJ0,1,ARG1
13929,recruited,VBN,Joni,NNP,NP,VBN1VP1NP0NP0,0,ARG1
13930,recruited,VBN,two,CD,ADVP-TMP,VBN1VP0ADVP-TMP0,1,ARGM-TMP
13931,recruited,VBN,*,-NONE-,S-PRP,VBN1VP0S-PRP0,1,ARG2
13932,took,VBD,Ms.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
13933,took,VBD,her,PRP,NP,VBD1VP0NP0,1,ARG1
13934,took,VBD,When,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
13935,reported,VBN,several,JJ,NP,VBN1VP1VP1S1SBAR1NP-SBJ-30NP0,0,ARG0
13936,reported,VBN,to,TO,PP,VBN1VP0PP0,1,ARG2-to
13937,included,VBN,When,WRB,SBAR-TMP,VBN1VP1VP1S0SBAR-TMP0,0,ARGM-TMP
13938,included,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
13939,included,VBN,several,JJ,NP-SBJ-3,VBN1VP1VP1S0NP-SBJ-30,0,ARG1
13940,included,VBN,partly,RB,SBAR-PRP,VBN1VP0SBAR-PRP0,1,ARGM-CAU
13941,viewed,VBN,Mr.,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG1
13942,viewed,VBN,widely,RB,ADVP,VBN1VP1VP0ADVP0,0,ARGM-MNR
13943,viewed,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
13944,rumored,VBN,his,PRP$,NP-SBJ-47,VBN1VP1VP1S0NP-SBJ-470,0,ARG1
13945,rumored,VBN,recently,RB,ADVP-TMP,VBN1VP1VP1S0ADVP-TMP0,1,ARGM-TMP
13946,respected,VBN,a,DT,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
13947,respected,VBN,widely,RB,ADVP,VBN1VP1VP0ADVP0,0,ARGM-MNR
13948,respected,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
13949,spent,VBN,Mr.,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
13950,spent,VBN,much,JJ,NP,VBN1VP0NP0,1,ARG1
13951,spent,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
13952,spent,VBN,on,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-on
13953,learned,VBD,Congress,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
13954,learned,VBD,during,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
13955,learned,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
13956,intimidate,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
13957,intimidate,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
13958,intimidate,VB,the,DT,NP,VB1VP0NP0,1,ARG1
13959,intimidate,VB,by,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
13960,uttering,VBG,Congress,NNP,NP-SBJ-1,VBG1VP1S-NOM1PP-MNR1VP1VP1S1SBAR1VP1S0NP-SBJ-10,0,ARG0
13961,uttering,VBG,again,RB,ADVP-TMP,VBG1VP0ADVP-TMP0,1,ARGM-TMP
13962,uttering,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
13963,Provided,VBN,no,DT,S,VBN1SBAR-ADV0S0,1,ARG1
13964,spent,VBN,shall,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
13965,spent,VBN,no,DT,NP-SBJ-48,VBN1VP1VP1VP1S0NP-SBJ-480,0,ARG3
13966,found,VBN,once,RB,ADVP-TMP,VBN1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
13967,found,VBN,This,DT,NP-SBJ-49,VBN1VP1VP1S0NP-SBJ-490,0,ARG1
13968,found,VBN,throughout,IN,PP,VBN1VP0PP0,1,ARGM-LOC
13969,moving,VBG,the,DT,NP,VBG1VP1NP0NP0,0,ARG1
13970,moving,VBG,now,RB,ADVP-TMP,VBG1VP0ADVP-TMP0,0,ARGM-TMP
13971,moving,VBG,through,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARGM-DIR
13972,signals,VBZ,It,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
13973,signals,VBZ,Congress,NNP,NP,VBZ1VP0NP0,1,ARG1
13974,guarding,VBG,Congress,NNP,NP,VBG1VP1S-NOM1PP1NP1PP1PRN1NP0NP0,0,ARG0
13975,guarding,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
13976,deny,VB,Congress,NNP,NP,VB1VP1VP1S1NP0NP0,0,ARG0
13977,deny,VB,the,DT,NP,VB1VP0NP0,1,ARG2
13978,deny,VB,the,DT,NP,VB1VP0NP0,1,ARG1
13979,execute,VB,the,DT,NP,VB1VP1VP1S1ADJP1NP1VP0NP0,0,ARG0
13980,execute,VB,certain,JJ,NP,VB1VP0NP0,1,ARG1
13981,specified,VBN,certain,JJ,NP,VBN1VP1NP0NP0,0,ARG1
13982,specified,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
13983,predicated,VBN,This,DT,NP-SBJ-50,VBN1VP1VP1S0NP-SBJ-500,0,ARG1
13984,predicated,VBN,on,IN,PP,VBN1VP0PP0,1,ARG2-on
13985,states,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
13986,states,VBZ,that,IN,SBAR,VBZ1VP0SBAR0,1,ARG1
13987,drawn,VBN,shall,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
13988,drawn,VBN,No,DT,NP-SBJ-51,VBN1VP1VP1VP1S0NP-SBJ-510,0,ARG1
13989,drawn,VBN,from,IN,PP-DIR,VBN1VP0PP-DIR0,1,ARG2-from
13990,made,VBN,Appropriations,NNS,NP,VBN1VP1NP0NP0,0,ARG1
13991,made,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
13992,prevailing,VBG,interpretation,NN,NN,VBG1NP0NN0,1,ARG1
13993,gives,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
13994,gives,VBZ,Congress,NNP,NP,VBZ1VP0NP0,1,ARG2
13995,gives,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
13996,gives,VBZ,through,IN,PP-MNR,VBZ1VP0PP-MNR0,1,ARGM-MNR
13997,withhold,VB,it,PRP,NP-SBJ,VB1VP1VP1S1NP1PP-MNR1VP1S0NP-SBJ0,0,ARG0
13998,withhold,VB,funding,NN,NP,VB1VP0NP0,1,ARG1
13999,endorsed,VBN,officially,RB,ADVP,VBN1VP1VP0ADVP0,0,ARGM-ADV
14000,endorsed,VBN,This,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
14001,endorsed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
14002,endorsed,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
14003,endorsed,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
14004,understand,VBP,partisans,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
14005,construed,VBN,so,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0,ARGM-MNR
14006,construed,VBN,a,DT,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
14007,emasculate,VB,As,IN,SBAR-ADV,VB1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
14008,emasculate,VB,a,DT,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
14009,emasculate,VB,would,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
14010,emasculate,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14011,swallow,VB,As,IN,SBAR-ADV,VB1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
14012,swallow,VB,a,DT,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
14013,swallow,VB,would,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
14014,swallow,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14015,supported,VBN,It,PRP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG1
14016,supported,VBN,not,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
14017,supported,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
14018,discussed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
14019,discussed,VBD,hardly,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-ADV
14020,discussed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
14021,discussed,VBD,at,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
14022,discussed,VBD,according,VBG,PP,VBD1VP0PP0,1,ARGM-ADV
14023,ensure,VB,*-1,-NONE-,-NONE-,VB1VP1VP1S-PRD0NP-SBJ0-NONE-0,0,ARG0
14024,ensure,VB,fiscal,JJ,NP,VB1VP0NP0,1,ARG1
14025,believed,VBD,Moreover,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
14026,believed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
14027,believed,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
14028,needed,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
14029,needed,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
14030,perform,VB,a,DT,NP,VB1VP1VP1S1SBAR1NP1PP1NP0NP0,0,ARG0
14031,perform,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14032,performed,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
14033,performed,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
14034,performed,VBN,poorly,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,1,ARGM-MNR
14035,performed,VBN,under,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
14036,contradict,VB,It,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
14037,contradict,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14038,contradict,VB,that,DT,NP,VB1VP0NP0,1,ARG1
14039,contradict,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
14040,read,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
14041,read,VBN,the,DT,NP-SBJ-52,VBN1VP1VP1VP1S0NP-SBJ-520,0,ARG1
14042,read,VBN,as,IN,SBAR-CLR,VBN1VP0SBAR-CLR0,1,ARG2
14043,placing,VBG,the,DT,NP-SBJ-52,VBG1VP1S1S1SBAR-CLR1VP1VP1VP1S0NP-SBJ-520,0,ARG0
14044,placing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
14045,placing,VBG,on,IN,PP-LOC,VBG1VP0PP-LOC0,1,ARG2-on
14046,making,VBG,the,DT,NP-SBJ-52,VBG1VP1S1S1SBAR-CLR1VP1VP1VP1S0NP-SBJ-520,0,ARG0
14047,making,VBG,the,DT,NP-SBJ,VBG1VP0S0NP-SBJ0,1,ARG1
14048,making,VBG,consist,VBP,VP,VBG1VP0S0VP0,1,ARG2
14049,consist,VBP,the,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
14050,consist,VBP,of,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-of
14051,went,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
14052,went,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
14053,deliberating,VBG,the,DT,NP,VBG1VP1NP0NP0,0,ARG0
14054,deliberating,VBG,now,RB,ADVP-TMP,VBG1VP0ADVP-TMP0,0,ARGM-TMP
14055,contained,VBD,As,IN,SBAR-TMP,VBD1VP1S0SBAR-TMP0,0,ARGM-TMP
14056,contained,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
14057,contained,VBD,some,DT,NP,VBD1VP0NP0,1,ARG1
14058,rewrite,VB,Congress,NNP,NP,VB1VP1VP1S-11NP0PP0NP0,0,ARG0
14059,rewrite,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14060,rewrite,VB,under,IN,PP,VB1VP0PP0,1,ARGM-ADV
14061,protecting,VBG,Congress,NNP,NP,VBG1VP1S-NOM1PP1NP1PP1VP1VP1S-11NP0PP0NP0,0,ARG0
14062,protecting,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
14063,coming,VBG,weeks,NNS,NNS,VBG1NP0NNS0,1,ARG1
14064,decide,VB,During,IN,PP-TMP,VB1VP1VP1S0PP-TMP0,0,ARGM-TMP
14065,decide,VB,President,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
14066,decide,VB,must,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14067,decide,VB,whether,IN,SBAR,VB1VP0SBAR0,1,ARG1
14068,veto,VB,President,NNP,NP-SBJ,VB1VP1VP1S1S1SBAR1VP1VP1S0NP-SBJ0,0,ARG0
14069,veto,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14070,containing,VBG,the,DT,NP,VBG1VP1NP0NP0,0,ARG0
14071,containing,VBG,them,PRP,NP,VBG1VP0NP0,1,ARG1
14072,sign,VB,President,NNP,NP-SBJ,VB1VP1VP1S1S1SBAR1VP1VP1S0NP-SBJ0,0,ARG0
14073,sign,VB,these,DT,NP,VB1VP0NP0,1,ARG1
14074,sign,VB,into,IN,PP-CLR,VB1VP0PP-CLR0,1,ARGM-MNR
14075,sign,VB,with,IN,PP,VB1VP0PP0,1,ARGM-MNR
14076,declaring,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
14077,declaring,VBG,their,PRP$,NP-SBJ,VBG1VP0S0NP-SBJ0,1,ARG1
14078,declaring,VBG,to,TO,VP,VBG1VP0S0VP0,1,ARG2
14079,attempts,VBZ,The,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG0
14080,attempts,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
14081,strip,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
14082,strip,VB,the,DT,NP,VB1VP0NP0NP0,1,ARG2
14083,strip,VB,of,IN,PP,VB1VP0NP0PP0,1,ARG1-of
14084,make,VB,*,-NONE-,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
14085,make,VB,certain,JJ,NP,VB1VP0NP0,1,ARG1
14086,make,VB,as,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
14087,provided,VBN,*,-NONE-,-NONE-,VBN1VP1S0NP-SBJ-20-NONE-0,0,ARG1
14088,provided,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
14089,places,VBZ,Article,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14090,places,VBZ,on,IN,PP-LOC,VBZ1VP0PP-LOC0,1,ARG2-on
14091,places,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
14092,nominate,VB,the,DT,NP,VB1VP1VP1VP1S1NP1VP0PP-LOC0NP0,0,ARG0
14093,nominate,VB,*RNR*-1,-NONE-,-NONE-,VB1VP0NP0-NONE-0,1,ARG1
14094,appoint,VB,Article,NNP,NP-SBJ,VB1VP1VP1VP1S1NP1VP1S0NP-SBJ0,0,ARG0
14095,appoint,VB,by,IN,PP,VB1VP0PP0,0,ARGM-MNR
14096,appoint,VB,*RNR*-1,-NONE-,-NONE-,VB1VP0NP0-NONE-0,1,ARG2
14097,empowers,VBZ,It,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14098,empowers,VBZ,also,RB,ADVP,VBZ1VP1S0ADVP0,0,ARGM-DIS
14099,empowers,VBZ,the,DT,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
14100,empowers,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG2
14101,make,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
14102,make,VB,recess,NN,NP,VB1VP0NP0,1,ARG1
14103,make,VB,without,IN,PP,VB1VP0PP0,1,ARGM-MNR
14104,have,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
14105,have,VB,shall,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14106,have,VB,Power,NN,NP,VB1VP0NP0,1,ARG1
14107,fill,VB,The,DT,NP-SBJ,VB1VP1VP1S1NP1VP1VP1S0NP-SBJ0,0,ARG0
14108,fill,VB,all,DT,NP,VB1VP0NP0,1,ARG1
14109,fill,VB,by,IN,PP,VB1VP0PP0,1,ARGM-MNR
14110,happen,VB,all,DT,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG1
14111,happen,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14112,happen,VB,during,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
14113,granting,VBG,The,DT,NP-SBJ,VBG1VP1S-MNR1PP1VP1VP1S1NP1VP1VP1S0NP-SBJ0,0,ARG0
14114,granting,VBG,Commissions,NNS,NP,VBG1VP0NP0,1,ARG1
14115,expire,VB,Commissions,NNS,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG1
14116,expire,VB,shall,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14117,expire,VB,at,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
14118,provides,VBZ,Yet,RB,ADVP,VBZ1VP1S0ADVP0,0,ARGM-DIS
14119,provides,VBZ,Section,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14120,provides,VBZ,No,DT,S,VBZ1VP0S0,1,ARG1
14121,contained,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARG0-in
14122,contained,VBN,any,DT,NP,VBN1VP1NP0NP0,0,ARG1
14123,paid,VBN,shall,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
14124,paid,VBN,No,DT,NP-SBJ-53,VBN1VP1VP1VP1S0NP-SBJ-530,0,ARG1
14125,paid,VBN,to,TO,PP-DTV,VBN1VP0PP-DTV0,1,ARG2-to
14126,paid,VBN,for,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG3-for
14127,paid,VBN,after,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
14128,nominated,VBN,he,PRP,NP-SBJ-54,VBN1VP1VP1VP1S0NP-SBJ-540,0,ARG1
14129,nominated,VBN,any,DT,NP,VBN1VP1VP1VP1S1SBAR1NP0NP0,0,ARG2-for
14130,voted,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG0
14131,voted,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG1
14132,approve,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1VP1VP1S0NP-SBJ-20,0,ARG0
14133,approve,VB,not,RB,RB,VB1VP1VP1S0RB0,0,ARGM-NEG
14134,approve,VB,the,DT,NP,VB1VP0NP0,1,ARG1
14135,said,VBN,person,NN,NN,VBN1NP0NN0,1,ARG1
14136,repeals,VBZ,Thus,RB,ADVP,VBZ1VP1S0ADVP0,0,ARGM-DIS
14137,repeals,VBZ,with,IN,PP,VBZ1VP1S0PP0,0,ARGM-MNR
14138,repeals,VBZ,Congress,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14139,repeals,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
14140,make,VB,the,DT,NP,VB1VP1VP1S1NP0NP0,0,ARG0
14141,make,VB,recess,NN,NP,VB1VP0NP0,1,ARG1
14142,make,VB,under,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
14143,imposes,VBZ,Section,NN,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14144,imposes,VBZ,also,RB,ADVP,VBZ1VP1S0ADVP0,0,ARGM-DIS
14145,imposes,VBZ,unconstitutional,JJ,NP,VBZ1VP0NP0,1,ARG1
14146,imposes,VBZ,on,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-on
14147,nominate,VB,the,DT,NP,VB1VP1VP1S1NP0NP0,0,ARG0
14148,nominate,VB,candidates,NNS,NP,VB1VP0NP0,1,ARG1
14149,implies,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
14150,implies,VBZ,that,IN,SBAR,VBZ1VP0SBAR0,1,ARG1
14151,rejected,VBN,nominee,NN,NN,VBN1NP0NN0,1,ARG1
14152,result,VB,any,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
14153,result,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14154,result,VB,in,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-in
14155,denied,VBN,the,DT,NP-SBJ-55,VBN1VP1VP1S-NOM0NP-SBJ-550,0,ARG2
14156,denied,VBN,funding,VBG,NP,VBN1VP0NP0,1,ARG1
14157,pay,VB,the,DT,NP-SBJ-55,VB1VP1VP1S1SBAR1NP1VP1VP1S-NOM0NP-SBJ-550,0,ARG0
14158,pay,VB,that,DT,NP,VB1VP0NP0,1,ARG1
14159,pay,VB,funding,VBG,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARGM-MNR
14160,avoid,VB,The,DT,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
14161,avoid,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
14162,avoid,VB,probably,RB,ADVP,VB1VP1VP0ADVP0,0,ARGM-ADV
14163,avoid,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
14164,avoid,VB,this,DT,NP,VB1VP0NP0,1,ARG1
14165,avoid,VB,by,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
14166,avoid,VB,because,IN,SBAR-PRP,VB1VP0SBAR-PRP0,1,ARGM-CAU
14167,choosing,VBG,The,DT,NP-SBJ-1,VBG1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-10,0,ARG0
14168,choosing,VBG,people,NNS,NP,VBG1VP0NP0,1,ARG1
14169,serve,VB,people,NNS,NP,VB1VP1VP1S1ADJP1NP0NP0,0,ARG0
