Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
6405,kept,VBN,Japanese,JJ,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG0
6406,kept,VBN,the,DT,NP-2,VBN1VP0NP-20,1,ARG1
6407,kept,VBN,from,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-from
6408,plunging,VBG,the,DT,NP-2,VBG1VP1S-NOM1PP-CLR1VP0NP-20,0,ARG1
6409,plunging,VBG,below,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG4-below
6411,said,VBD,At,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
6413,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
6414,locked,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
6415,locked,VBN,into,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG1-into
6416,locked,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
6417,locked,VBN,in,IN,SBAR-PRP,VBN1VP0SBAR-PRP0,1,ARGM-CAU
6418,offset,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1VP1S0NP-SBJ-20,0,ARG1
6419,offset,VBN,by,IN,PP,VBN1VP0PP0,1,ARG2-by
6420,offset,VBN,*,-NONE-,S-ADV,VBN1VP0S-ADV0,1,ARGM-ADV
6422,resulting,VBG,in,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-in
6423,reasons,VBZ,Jay,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6424,reasons,VBZ,that,IN,SBAR,VBZ1VP0SBAR0,1,ARG1
6425,posted,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
6426,posted,VBN,significant,JJ,NP,VBN1VP0NP0,1,ARG1
6427,posted,VBN,as,RB,ADVP,VBN1VP0ADVP0,1,ARGM-DIS
6428,climbed,VBD,the,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
6431,climbed,VBD,late,JJ,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
6433,compared,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-to
6435,helped,VBN,while,IN,SBAR-TMP,VBN1VP1VP1S0SBAR-TMP0,0,ARGM-ADV
6436,helped,VBN,the,JJ,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
6437,helped,VBN,*-1,-NONE-,S,VBN1VP0S0,1,ARG1
6440,said,VBD,Dollar-yen,JJ,S,VBD1VP1SINV1PRN1S-10S0,0,ARG1
6441,said,VBD,Tom,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
6442,convinced,VBN,not,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
6443,convinced,VBN,I,PRP,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
6444,convinced,VBN,0,-NONE-,SBAR,VBN1VP0SBAR0,1,ARG2
6445,continue,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
6446,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6447,knows,VBZ,Who,WP,WHNP-1,VBZ1VP1SQ1SBARQ0WHNP-10,0,ARG0
6450,happen,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6451,happen,VB,down,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
6452,happen,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
6453,happen,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
6454,starts,VBZ,foreign,JJ,NP-SBJ-3,VBZ1VP1S0NP-SBJ-30,0,ARG1
6458,quoted,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
6460,quoted,VBN,In,IN,PP-LOC,VBN1VP1VP1S0PP-LOC0,0,ARGM-LOC
6461,quoted,VBN,yesterday,NN,NP-TMP,VBN1VP1VP1S0NP-TMP0,0,ARGM-TMP
6462,quoted,VBN,the,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
6463,quoted,VBN,at,IN,PP,VBN1VP0PP-CLR0PP0,1,ARG2-at
6464,quoted,VBN,Sterling,NN,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
6465,quoted,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
6466,opened,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
6467,opened,VBD,Thursday,NNP,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
6468,opened,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
6469,opened,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-PNC
6470,opened,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
6471,traced,VBD,Douglas,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6472,traced,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
6473,traced,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
6474,waiting,VBG,another,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
6477,contends,VBZ,that,IN,SBAR,VBZ1VP0SBAR0,1,ARG1
6478,mollified,VBN,temporarily,RB,ADVP-TMP,VBN1VP1VP0ADVP-TMP0,0,ARGM-TMP
6479,mollified,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1VP1S0NP-SBJ-20,0,ARG1
6480,cites,VBZ,He,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6481,cites,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
6482,cites,VBZ,as,IN,PP-CLR,VBZ1VP0PP-CLR0,1,ARG2-as
6484,valued,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
6485,prompted,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
6487,prompted,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
6489,redeeming,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
6490,diversify,VB,investors,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARGA
6491,diversify,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6494,remains,VBZ,unclear,JJ,ADJP-PRD,VBZ1VP0ADJP-PRD0,1,ARG3
6495,remains,VBZ,whether,IN,SBAR-1,VBZ1VP0SBAR-10,1,ARG1
6496,rolled,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
6497,rolled,VBN,the,DT,NP-SBJ-2,VBN1VP1VP1VP1S0NP-SBJ-20,0,ARG1
6498,say,VBP,Meanwhile,RB,ADVP-TMP,VBP1VP1S0ADVP-TMP0,0,ARGM-TMP
6501,spurred,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG2
6502,spurred,VBN,dollar,NN,NP,VBN1VP0NP0,1,ARG1
6503,buying,VBG,dollar,NN,NN,VBG1NP0NN0,0,ARG1
6504,buying,VBG,by,IN,PP,VBG1NP1NP0PP0,1,ARG0-by
6506,point,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
6507,want,VBP,these,DT,NP-SBJ-1,VBP1VP1S0NP-SBJ-10,0,ARG0
6508,want,VBP,*-1,-NONE-,S,VBP1VP0S0,1,ARG1
6509,lock,VB,these,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
6510,lock,VB,returns,NNS,NP,VB1VP0NP0,1,ARG1
6511,suggest,VBP,They,PRP,NP-SBJ,VBP1VP1VP1S0NP-SBJ0,0,ARG0
6512,suggest,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6513,continue,VB,demand,NN,NP-SBJ-2,VB1VP1VP1S0NP-SBJ-20,0,ARG1
6514,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6515,continue,VB,*-2,-NONE-,S-ADV,VB1VP0S-ADV0,1,ARGM-MNR
6517,recede,VBP,rates,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6518,showed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6519,showed,VBD,again,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
6520,showed,VBD,little,JJ,NP,VBD1VP0NP0,1,ARG1
6521,slowing,VBG,U.S.,NNP,NNP,VBG1NP0NNP0,1,ARG1
6522,note,VBP,traders,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6523,note,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
6524,taken,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
6525,taken,VBN,in,IN,PP-TMP,VBN1VP1VP1S0PP-TMP0,0,ARGM-TMP
6526,taken,VBN,its,PRP$,NP,VBN1VP0NP0,1,ARG1
6527,taken,VBN,more,RBR,PP-CLR,VBN1VP0PP-CLR0,1,ARG2
6528,said,VBD,Dealers,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6529,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
6530,drifted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
6531,drifted,VBD,merely,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-ADV
6532,drifted,VBD,lower,RBR,ADVP-DIR,VBD1VP0ADVP-DIR0,1,ARGM-DIR
6534,following,VBG,the,DT,NP,VBG1PP-TMP0NP0,1,ARG2
6535,measures,VBZ,The,DT,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0,ARG2
6538,stood,VBD,at,IN,PP-LOC-CLR,VBD1VP0PP-LOC-CLR0,1,ARG2-at
6539,stood,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
6540,stood,VBD,above,IN,PP-LOC-1,VBD1VP0PP-LOC-10,1,ARGM-LOC
6541,said,VBD,Some,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6542,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
6543,boosted,VBN,a,DT,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
6544,boosted,VBN,their,PRP$,NP,VBN1VP0NP0,1,ARG1
6545,boosted,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
6547,looking,VBG,for,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-for
6548,indicates,VBZ,an,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG0
6549,indicates,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
6551,said,VBD,But,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
6553,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
6554,had,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6555,had,VBD,no,RB,NP,VBD1VP0NP0,1,ARG1
6556,settled,VBN,On,IN,PP-LOC,VBN1VP1S0PP-LOC0,0,ARGM-LOC
6557,settled,VBN,in,IN,PP-LOC,VBN1VP1S0PP-LOC0,0,ARGM-LOC
6558,settled,VBN,gold,NN,NP-SBJ,VBN1VP1S0NP-SBJ0,0,ARG1
6559,settled,VBN,at,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARG4-at
6560,settled,VBN,down,IN,ADVP,VBN1VP0ADVP0,1,ARG2-EXT
6561,Estimated,VBN,volume,NN,NN,VBN1NP-SBJ0NN0,1,ARG1
6562,Estimated,VBN,a,DT,NP-PRD,VBN1NP-SBJ1S0VP0NP-PRD0,1,ARG2
6563,quoted,VBN,In,IN,PP-LOC,VBN1VP1VP1S0PP-LOC0,0,ARGM-LOC
6564,quoted,VBN,in,IN,PP-LOC,VBN1VP1VP1S0PP-LOC0,0,ARGM-LOC
6565,quoted,VBN,Thursday,NNP,NP-TMP,VBN1VP1VP1S0NP-TMP0,0,ARGM-TMP
6566,quoted,VBN,gold,NN,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
6567,quoted,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
6570,turned,VBN,single-handedly,RB,ADVP-MNR,VBN1VP1VP0ADVP-MNR0,0,ARGM-MNR
6571,turned,VBN,around,RP,PRT,VBN1VP0PRT0,1,ARGM-DIR
6572,turned,VBN,ratings,NNS,NP,VBN1VP0NP0,1,ARG1
6573,turned,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
6574,keeps,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6575,keeps,VBZ,still,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
6576,keeps,VBZ,millions,NNS,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
6577,keeps,VBZ,Thursday,NNP,NP-TMP,VBZ1VP0S0VP0NP-TMP0,1,ARGM-TMP
6578,keeps,VBZ,on,IN,PP-LOC,VBZ1VP0S0VP0PP-LOC0,1,ARGM-LOC
6579,laughing,VBG,millions,NNS,NP-SBJ,VBG1VP1S0NP-SBJ0,0,ARG0
6580,laughing,VBG,Thursday,NNP,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
6581,laughing,VBG,on,IN,PP-LOC,VBG1VP0PP-LOC0,1,ARGM-LOC
6585,bought,VBD,two,CD,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
6586,laughing,VBG,But,CC,CC,VBG1VP1VP1S0CC0,0,ARGM-DIS
6587,laughing,VBG,some,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
6589,laughing,VBG,much,RB,ADVP,VBG1VP0ADVP0,1,ARGM-EXT
6590,laughing,VBG,these,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
6591,helped,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
6593,air,VBP,the,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
6594,air,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
6595,say,VBP,some,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6598,buy,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6599,buy,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
6601,buy,VB,when,WRB,SBAR-TMP,VB1VP0SBAR-TMP0,1,ARGM-TMP
6602,expire,VBP,their,PRP$,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
6603,fuming,VBG,Meanwhile,RB,ADVP-TMP,VBG1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
6604,fuming,VBG,stations,NNS,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
6605,fuming,VBG,because,RB,SBAR-PRP,VBG1VP0SBAR-PRP0,1,ARGM-CAU
6606,say,VBP,many,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6607,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6608,giving,VBG,the,DT,NP-SBJ,VBG1VP1VP1S-10NP-SBJ0,0,ARG0
6609,giving,VBG,an,DT,NP,VBG1VP0NP0,1,ARG1
6611,sign,VB,new,JJ,NP,VB1VP0NP0,1,ARG1
6613,buy,VB,future,JJ,NP,VB1VP0NP0,1,ARG1
6614,risk,VB,stations,NNS,NP-SBJ,VB1VP1VP1S1NP1VP1VP1S-11SBAR-PRP1VP1VP1S0NP-SBJ0,0,ARG0
6615,risk,VB,*-2,-NONE-,S,VB1VP0S0,1,ARG1
6617,losing,VBG,Cosby,NNP,NP-TTL,VBG1VP0NP-TTL0,1,ARG1
6618,losing,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-to
6619,trying,VBG,At,IN,PP-TMP,VBG1VP1VP1S0PP-TMP0,0,ARGM-TMP
6620,trying,VBG,Viacom,NNP,NP-SBJ-1,VBG1VP1VP1S0NP-SBJ-10,0,ARG0
6621,trying,VBG,*-1,-NONE-,S,VBG1VP0S0,1,ARG1
6622,persuade,VB,Viacom,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
6624,persuade,VB,*-2,-NONE-,S,VB1VP0S0,1,ARG2
6625,make,VB,stations,NNS,NP-2,VB1VP1VP1S1VP0NP-20,0,ARG0
6626,make,VB,commitments,NNS,NP,VB1VP0NP0,1,ARG1
6627,become,VB,whose,WP$,WHNP-151,VB1VP1VP1S1SBAR0WHNP-1510,0,ARG1
6629,become,VB,available,JJ,ADJP-PRD,VB1VP0ADJP-PRD0,1,ARG2
6631,denies,VBZ,Viacom,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6632,denies,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6633,using,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
6634,using,VBG,pressure,NN,NP,VBG1VP0NP0,1,ARG1
6636,says,VBZ,We,PRP,S-TPC-1,VBZ1VP1SINV0S-TPC-10,0,ARG1
6637,says,VBZ,Dennis,NNP,NP-SBJ,VBZ1VP1SINV0NP-SBJ0,1,ARG0
6638,offering,VBG,We,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
6640,offering,VBG,now,RB,ADVP-TMP,VBG1VP0ADVP-TMP0,1,ARGM-TMP
6641,offering,VBG,because,IN,SBAR-PRP,VBG1VP0SBAR-PRP0,1,ARGM-CAU
6642,feel,VBP,we,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6643,feel,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6644,says,VBZ,But,CC,CC,VBZ1VP1SINV1PRN1S-10CC0,0,ARG1
6647,think,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6649,tell,VBP,them,PRP,NP,VBP1VP0NP0,1,ARG2
6650,tell,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6651,need,VBP,I,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6652,need,VBP,more,JJR,NP,VBP1VP0NP0,1,ARG1
6653,take,VB,if,IN,SBAR-ADV,VB1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
6655,take,VB,'ll,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6656,take,VB,Cosby,NNP,NP-TTL,VB1VP0NP-TTL0,1,ARG1
6659,comes,VBZ,as,IN,SBAR-TMP,VBZ1VP0SBAR-TMP0,1,ARGM-TMP
6661,flooded,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
6663,running,VBG,still,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0,ARGM-TMP
6664,running,VBG,on,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-LOC
6666,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6667,believes,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6668,believes,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6669,believes,VBZ,because,IN,SBAR-PRP,VBZ1VP0SBAR-PRP0,1,ARGM-CAU
6670,worried,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S0NP-SBJ0,0,ARG0
6671,worried,VBN,that,IN,SBAR,VBN1ADJP-PRD0SBAR0,1,ARG1
6672,continue,VB,``,``,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
6673,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6674,drop,VB,``,``,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG1
6676,drop,VB,over,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
6678,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6679,rising,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
6680,say,VBP,And,CC,CC,VBP1VP1S0CC0,0,ARGM-DIS
6682,say,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
6684,renew,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6685,renew,VB,very,RB,ADVP,VB1VP1VP0ADVP0,0,ARGM-ADV
6686,renew,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
6687,renew,VB,Cosby,NNP,NP-TTL,VB1VP0NP-TTL0,1,ARG1
6688,says,VBZ,Dick,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
6689,says,VBZ,",",",",PRN,VBZ1VP1S0PRN0,0,ARGM-DIS
6690,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6691,charged,VBN,we,PRP,NP-SBJ-78,VBN1VP1VP1S0NP-SBJ-780,0,ARG2
6692,charged,VBN,the,DT,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
6694,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
6695,gets,VBZ,Cosby,NNP,NP-TTL-SBJ,VBZ1VP1S0NP-TTL-SBJ0,0,ARG0
6696,gets,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
6698,adds,VBZ,But,CC,CC,VBZ1VP1S0CC0,0,ARGM-DIS
6701,feel,VBP,I,PRP,NP-SBJ-1,VBP1VP1S0NP-SBJ-10,0,ARG0
6702,feel,VBP,pressured,JJ,UCP-PRD,VBP1VP0UCP-PRD0,1,ARG1
6705,opened,VBN,an,DT,NP,VBN1VP0NP0,1,ARG1
6706,opened,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-LOC
6707,said,VBD,David,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6709,sell,VB,Atlanta-based,JJ,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
6710,sell,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
6711,sell,VB,conventional,JJ,NP,VB1VP0NP0,1,ARG1
6712,based,VBN,the,DT,NP,VBN1VP1NP0NP0,0,ARG1
6713,based,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
6714,getting,VBG,In,IN,PP-LOC,VBG1VP1VP1S0PP-LOC0,0,ARGM-TMP
6716,getting,VBG,pretty,RB,ADJP-PRD,VBG1VP0ADJP-PRD0,1,ARG2
6718,fawning,VBG,a,DT,NP-SBJ-1,VBG1VP1VP1S-ADV1VP1VP1S0NP-SBJ-10,0,ARG0
6719,fawning,VBG,over,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-over
6721,offering,VBG,a,DT,NP-SBJ-1,VBG1VP1VP1S-ADV1VP1VP1S0NP-SBJ-10,0,ARG0
6722,offering,VBG,pages,NNS,NP,VBG1VP0NP0,1,ARG1
6725,survive,VB,a,DT,NP-SBJ-1,VB1VP1SQ0NP-SBJ-10,0,ARG0
6726,survive,VB,by,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
6727,thumbing,VBG,a,DT,NP-SBJ-1,VBG1VP1S-NOM1PP-MNR1VP1SQ0NP-SBJ-10,0,ARG0
6728,thumbing,VBG,downright,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,0,ARGM-MNR
6729,thumbing,VBG,its,PRP$,NP,VBG1VP0NP0,1,ARG1
6730,thumbing,VBG,at,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-at
6731,billed,VBD,Garbage,NNP,NP,VBD1VP1NP-SBJ-10NP0,0,ARG1
6732,billed,VBD,The,NNP,NP-TTL,VBD1VP0PP-CLR0NP-TTL0,1,ARG2
6734,find,VB,0,-NONE-,SBAR,VB1VP0SBAR0,1,ARG1
6735,Founded,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
6736,Founded,VBN,*-2,-NONE-,-NONE-,VBN1VP1S-ADV0NP-SBJ-10-NONE-0,0,ARG1
6737,made,VBD,Garbage,NNP,NP-TTL-SBJ-2,VBD1VP1S0NP-TTL-SBJ-20,0,ARG0
6738,made,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
6739,made,VBD,this,DT,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
6740,made,VBD,with,IN,PP-MNR,VBD1VP0PP-MNR0,1,ARGM-MNR
6742,give,VB,consumers,NNS,NP,VB1VP0NP0,1,ARG2
6743,give,VB,the,DT,NP,VB1VP0NP0,1,ARG1
6746,happens,VBZ,what,WP,WHNP-1,VBZ1VP1S1SBAR-NOM0WHNP-10,0,ARG1
6747,happens,VBZ,after,IN,SBAR-TMP,VBZ1VP0SBAR-TMP0,1,ARGM-TMP
6750,dumped,VBN,Garbage,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
6751,dumped,VBN,considerable,JJ,NP,VBN1VP0NP0,1,ARG1
6752,dumped,VBN,into,IN,PP-DIR,VBN1VP0PP-DIR0,1,ARGM-DIR
6753,dumped,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-ADV
6754,identify,VB,Garbage,NNP,NP-SBJ,VB1VP1VP1S1NP1PP-LOC1VP1VP1S0NP-SBJ0,0,ARG0
6757,called,VBN,*,-NONE-,S,VBN1VP0S0,1,ARG2
6759,point,VBP,editors,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6760,point,VBP,a,DT,NP,VBP1VP0NP0,1,ARG1
6761,deem,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
6762,deem,VBP,a,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
6764,alienated,VBN,With,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-MNR
6766,alienated,VBN,some,DT,NP,VBN1VP0NP0,1,ARG1
6767,raised,VBN,With,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-ADV
6768,raised,VBN,Garbage,NNP,NP-TTL-SBJ,VBN1VP1VP1VP1S0NP-TTL-SBJ0,0,ARG0
6769,raised,VBN,the,DT,NP,VBN1VP0NP0,1,ARG1
6771,chastised,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
6772,ran,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6773,ran,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
6774,pointing,VBG,arrows,NNS,NP,VBG1VP1NP0NP0,0,ARG0
6775,pointing,VBG,to,TO,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-to
6777,say,VBP,all,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
6780,wrote,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
6782,think,VBP,I,PRP,NP-SBJ,VBP1VP1S-TPC-20NP-SBJ0,0,ARG0
6783,think,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
6784,called,VBN,not,RB,RB,VBN1VP1VP0ADVP0RB0,0,ARGM-NEG
6786,called,VBN,this,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
